,Date-Time (EST),tau_st_Rh,tau_st_h
0,2024-02-08 16:45:00,0.016025105318943113,0.020758464987246993
1,2024-02-11 12:03:00,0.025873312475376525,0.031011580200004357
2,2024-02-13 15:41:00,0.0538084244491084,0.06364256525724614
3,2024-02-18 11:36:00,0.02138615681657961,0.026353146050726427
