,Date-Time (EST/EDT),tau_st_Rh,tau_st_h
0,2024-03-12 12:55:00,0.026165494929063674,0.032737426910601795
1,2024-03-26 16:00:00,0.019031841539368398,0.023899434669419108
2,2024-04-10 09:45:00,0.016299149668931485,0.021043748903533197
