,Date-Time (EST/EDT),tau_st_Rh,tau_st_h
0,2025-02-01 18:55:00,0.05173593625118435,0.06286526058509338
1,2025-02-06 14:07:00,0.044460767325248646,0.055005820157928265
2,2025-02-06 14:59:00,0.045019604028300714,0.05564766636223653
