,Station,Date,h_cm,n_cm,h_n,U_amb_m_s,U_pk_m_s,Usq_amb_m2_s2,Usq_pk_m2_s2,f_amb,tau_a_loglin_Pa,tau_p_loglin_Pa,tau_a_z0_Pa,tau_p_z0_Pa,tau_a_z0ks_Pa,tau_p_z0ks_Pa,tau_a_uw_Pa,tau_p_uw_Pa,tau_a_hS_Pa,tau_p_hS_Pa,rho_kg_m3,Fr_amb,Erosion,f_amb_hS,tau_a_Usq_hS_Pa,tau_p_Usq_hS_Pa,tau_a_Usq_favg_Pa,tau_p_Usq_favg_Pa,tau_a_Usq_Pa,tau_p_Usq_Pa,tau_a_Usq_hS_favg_Pa,tau_p_Usq_hS_favg_Pa,tau_st_a_Usq,tau_st_p_Usq,tau_st_a_Usq_favg,tau_st_p_Usq_favg,tau_st_a_loglin,tau_st_p_loglin,tau_st_a_z0,tau_st_p_z0,tau_st_a_z0ks,tau_st_p_z0ks,tau_st_a_uw,tau_st_p_uw,tau_st_a_hS,tau_st_p_hS,tau_st_a_Usq_hS,tau_st_p_Usq_hS,tau_st_a_Usq_hS_favg,tau_st_p_Usq_hS_favg
34,Station87-Synthetic-2,2024-03-12 12:45:00,,,1.96,0.47,0.586,0.22089999999999999,0.343396,0.14368419086143044,,,,,,,,,6.620237584529341,3.530793378415648,999.7715988264945,0.031635310047025536,none,0.23980986871887736,6.620237584529341,10.29136761239039,3.9665735431373017,6.166163369937424,3.9665735431373035,6.1661633699374265,129.27734773058947,200.96570439698277,0.019853010624377606,0.030862129634987655,0.0198530106243776,0.03086212963498764,,,,,,,,,0.0331348065710162,0.017671896837875307,0.0331348065710162,0.05150909930855898,0.6470432301519311,1.005849058674751
35,Station87-Synthetic-3,2024-03-12 12:55:00,,,2.0833333333333335,0.419,0.537,0.175561,0.28836900000000004,0.14368419086143044,,,,,,,,,6.620237584529341,3.8250261599502857,999.7715988264945,0.0282025423610717,none,0.30174127511235416,6.620237584529341,10.874119491305825,3.1524473418140695,5.1780753556403845,3.152447341814071,5.178075355640386,102.74359640076966,168.76224304084363,0.01577824535186219,0.025916671891087133,0.01577824535186218,0.025916671891087123,,,,,,,,,0.0331348065710162,0.01914455490769825,0.0331348065710162,0.05442581801241377,0.5142397307772891,0.8446682174544239
36,Station87-Synthetic-3,2024-03-26 16:00:00,,,1.8095238095238095,0.344,0.4,0.11833599999999998,0.16000000000000003,0.14368419086143044,,,,,,,,,5.3109017067002044,2.500978643044417,999.7715988264945,0.025851475488784744,none,0.35912080854515965,5.3109017067002044,7.180775698621155,2.1248911127238377,2.8730274644724694,2.1248911127238386,2.8730274644724707,69.25379909935279,93.63682950155871,0.010635246107950877,0.01437972702535273,0.010635246107950871,0.014379727025352724,,,,,,,,,0.02658147816030411,0.012517593593495009,0.02658147816030411,0.035940343645624824,0.34662067760642323,0.4686596506306428
37,Station87-Synthetic-3,2024-04-10 09:45:00,,,1.6363636363636365,,,,,0.14368419086143044,,,,,,,,,4.672416570770042,2.059629470742461,999.7715988264945,,none,,,,,,,,,,,,,,,,,,,,,,0.02338581014878833,0.010308606488760594,,,,
38,Station87-Synthetic-4,2024-12-18 16:34:00,,,1.5714285714285714,0.271,0.344,0.073441,0.11833599999999998,0.14368419086143044,,,,,,,,,11.769022500815431,2.0595789376427005,999.7470693862922,0.013680588866080725,none,1.28233548018137,11.769022500815431,18.963508757458296,1.318705207330347,2.124838978426817,1.3187052073303474,2.124838978426818,42.978835457906754,69.25209995434228,0.006600112144494978,0.01063480713403899,0.006600112144494976,0.010634807134038984,,,,,,,,,0.058903891411575995,0.010308180997025799,0.058903891411575995,0.09491225465448803,0.21510882969534004,0.3466063707033911
39,Station87-Synthetic-4,2025-01-06 17:26:00,,,1.8695652173913044,0.32,0.392,0.1024,0.15366400000000002,0.14368419086143044,,,,,,,,,12.527630556582844,3.089972300778009,999.9424949526752,0.01565898649445969,none,0.9787774218749999,12.527630556582844,18.79927560397213,1.8390518821790092,2.759727230694876,1.8390518821790098,2.7597272306948772,59.937814610392365,89.94418304972005,0.009205672115514553,0.013814261718344028,0.009205672115514549,0.013814261718344021,,,,,,,,,0.06270908417850563,0.01546735691506481,0.06270908417850563,0.09410281944537001,0.3000284407256661,0.4502301788639527
40,Station87-Synthetic-4,2025-01-12 16:55:00,,,1.4761904761904763,0.193,0.22,0.037249000000000004,0.0484,0.14368419086143044,,,,,,,,,,,,0.006655904128611257,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Station87-Synthetic-4,2025-01-13 17:08:00,,,,,,,,0.14368419086143044,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Station87-Synthetic-4,2025-01-16 17:10:00,,,1.3636363636363635,,,,,0.14368419086143044,,,,,,,,,15.080897393874006,1.1770456502535809,999.868884007459,,none,,,,,,,,,,,,,,,,,,,,,,0.0754860821984659,0.005891596659392461,,,,
43,Station87-Synthetic-4,2025-01-19 13:46:00,,,2.1818181818181817,0.307,0.368,0.094249,0.135424,0.14368419086143044,,,,,,,,,13.081409027880596,3.8258339114161473,999.9827260033317,0.014701714649691559,none,1.110389287950005,13.081409027880596,18.796345172805033,1.6927321723073596,2.4322439676023286,1.6927321723073603,2.4322439676023295,55.16900752609083,79.27094903090031,0.008473477789532769,0.012175325533105769,0.008473477789532766,0.012175325533105765,,,,,,,,,0.06548291021281116,0.01915135731758257,0.06548291021281116,0.094090734465721,0.27616498793526484,0.39681447364051925
44,Station87-Synthetic-4,2025-01-19 14:30:00,,,2.3636363636363638,0.338,0.391,0.11424400000000001,0.15288100000000002,0.14368419086143044,,,,,,,,,13.696518999981551,4.414434572404884,999.9851789341677,0.01581863506843539,none,0.9591206190259444,13.696518999981551,18.32864326560852,2.0518516765171566,2.7457821518646,2.0518516765171575,2.7457821518646015,66.87332020747046,89.48968931968672,0.010271175206217122,0.01374485781924372,0.010271175206217117,0.013744857819243714,,,,,,,,,0.06856214217339694,0.022097811186097,0.06856214217339694,0.09174966613223538,0.33475499049633445,0.44796818828183627
45,Station87-Synthetic-5,2025-02-01 18:55:00,,,3.6153846153846154,0.56,0.663,0.31360000000000005,0.43956900000000004,0.14368419086143044,,,,,,,,,19.134854380144848,10.005922007458087,999.9722179706669,0.02217328508079919,none,0.48814760204081625,19.134854380144848,26.821073995618274,5.632263801702588,7.89467017554402,5.63226380170259,7.8946701755440225,183.56501350211153,257.30066779371697,0.028193780858403815,0.03951885222623631,0.028193780858403808,0.039518852226236294,,,,,,,,,0.09578455664455746,0.05008727969724629,0.09578455664455746,0.13425995465462842,0.91888305416092,1.2879863049568283
46,Station87-Synthetic-6,2025-02-06 14:59:00,,,3.1538461538461537,0.447,0.558,0.19980900000000001,0.3113640000000001,0.14368419086143044,,,,,,,,,,8.239934041143648,999.9434543400378,,none,,,,3.5884713875216114,5.591944332358799,3.5884713875216128,5.591944332358801,116.95435829962729,182.2509337297377,0.017962686611474633,0.027991401558964756,0.017962686611474626,0.02799140155896475,,,,,,,,,,0.04124635169029717,,,0.5854343699904085,0.9122871701359478
47,Station99-Flume,,,,1.226666667,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,5.07,10.68,,,0.02,0.042,,,,,,,,,,,,,,,,
48,Station99-Flume,,,,1.236486486,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,5.17,9.75,,,0.02,0.039,,,,,,,,,,,,,,,,
49,Station99-Flume,,,,1.326797386,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,5.72,9.54,,,0.023,0.038,,,,,,,,,,,,,,,,
50,Station99-Flume,,,,1.382550336,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,6.0,10.15,,,0.024,0.04,,,,,,,,,,,,,,,,
51,Station99-Flume,,,,1.22,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,7.19,12.0,,,0.028,0.047,,,,,,,,,,,,,,,,
52,Station99-Flume,,,,1.340136054,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,7.45,12.43,,,0.029,0.049,,,,,,,,,,,,,,,,
53,Station99-Flume,,,,1.577777778,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,8.0,12.96,,,0.032,0.051,,,,,,,,,,,,,,,,
54,Station99-Flume,,,,1.796296296,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,8.77,15.3,,,0.035,0.06,,,,,,,,,,,,,,,,
55,Station99-Flume,,,,1.358108108,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,8.68,14.76,,,0.034,0.058,,,,,,,,,,,,,,,,
56,Station99-Flume,,,,1.700934579,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,9.79,15.52,,,0.039,0.061,,,,,,,,,,,,,,,,
57,Station99-Flume,,,,1.977777778,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,10.06,17.05,,,0.04,0.067,,,,,,,,,,,,,,,,
58,Station99-Flume,,,,2.0,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,10.33,17.04,,,0.041,0.067,,,,,,,,,,,,,,,,
59,Station99-Flume,,,,1.662068966,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,7.62,12.72,,,0.03,0.05,,,,,,,,,,,,,,,,
60,Station99-Flume,,,,1.396946565,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,8.09,9.65,,,0.032,0.038,,,,,,,,,,,,,,,,
61,Station99-Flume,,,,1.507936508,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,8.95,14.56,,,0.035,0.058,,,,,,,,,,,,,,,,
62,Station99-Flume,,,,1.677419355,,,,,,,,,,,,,,,,998.2336361398824,,,,,,,,9.5,18.14,,,0.038,0.072,,,,,,,,,,,,,,,,
