,Station,Date,h_cm,n_cm,h_n,U_amb_m_s,U_pk_m_s,Usq_amb_m2_s2,Usq_pk_m2_s2,f_amb,tau_a_loglin_Pa,tau_p_loglin_Pa,tau_a_z0_Pa,tau_p_z0_Pa,tau_a_z0ks_Pa,tau_p_z0ks_Pa,tau_a_uw_Pa,tau_p_uw_Pa,tau_a_hS_Pa,tau_p_hS_Pa,rho_kg_m3,Fr_amb,Erosion,f_amb_hS,tau_a_Usq_hS_Pa,tau_p_Usq_hS_Pa,tau_a_Usq_favg_Pa,tau_p_Usq_favg_Pa,tau_a_Usq_Pa,tau_p_Usq_Pa,tau_a_Usq_hS_favg_Pa,tau_p_Usq_hS_favg_Pa,tau_st_a_Usq,tau_st_p_Usq,tau_st_a_Usq_favg,tau_st_p_Usq_favg,tau_st_a_loglin,tau_st_p_loglin,tau_st_a_z0,tau_st_p_z0,tau_st_a_z0ks,tau_st_p_z0ks,tau_st_a_uw,tau_st_p_uw,tau_st_a_hS,tau_st_p_hS,tau_st_a_Usq_hS,tau_st_p_Usq_hS,tau_st_a_Usq_hS_favg,tau_st_p_Usq_hS_favg
10,Station01-MM602-1,2022-06-02 00:00:00,36.85,7.6,4.848684210526316,0.1893113016720037,0.2682675620516241,0.03583876894074839,0.071967484849122,0.1080394253050798,0.4833,0.4115,0.4822,0.4123,0.3159,0.4235,0.4795397819933125,0.827032333493555,13.575957715061493,11.283912906025138,998.4773992334509,0.08892442182938498,,3.035073000968113,13.575957715061495,27.26174921873883,0.6427029922625898,1.2906056548597904,0.4832630612289902,0.9704358733593097,20.946778703239367,42.06302346644753,0.00241663484184536,0.004852821023342172,0.003213939919409819,0.0064538816285380045,0.00241681956012449,0.0020577720856429288,0.0024113188327995637,0.002061772614606512,0.0015797088744947782,0.002117780020096672,0.002398015983818066,0.004135708504950598,0.06788876505934946,0.05642702550387488,0.06788876505934946,0.13632677168437107,0.1047477436200869,0.21034292959173562
11,Station02-MM602-4,2022-06-03 00:00:00,26.8,6.5,4.1230769230769235,0.1363358358318541,0.1979529891579017,0.01858746013197027,0.03918538591654834,0.3207710982386912,0.7445,0.4923,1.7756,2.2966,0.1962,0.5882,-0.4275014828347383,0.0093915168130496,4.8211032429163705,5.9675851116586776,998.8777095953958,0.10748641975545317,,2.0773230837271535,4.8211032429163705,10.163668934641878,0.3334658551403465,0.703000201796865,0.7444535681843516,1.5694290752548905,10.868216823016489,22.911966853509064,0.00372377654020897,0.007850325959494628,0.00166800507298374,0.0035164256994535334,0.0037240087933852863,0.0024624976883594043,0.008881598406359858,0.011487654257741637,0.000981397616201737,0.002942192037970752,-0.002138373782755963,4.6976616783106074e-05,0.02411528659561972,0.029850019383602457,0.02411528659561972,0.050838942223859256,0.054363109492721697,0.11460626734213561
12,Station03-MM602-1,2022-06-04 00:00:00,30.650000000000006,4.5,6.811111111111113,0.0993285925263029,0.2423351567694952,0.009866169293256316,0.05872632820649582,0.0627923545183287,0.0774,0.004,0.0771,,0.0897,,0.0590846952686453,0.1315162543200502,12.216145395870917,7.644278707404184,999.0170557782723,0.049198772106790384,,9.915228199749743,12.21614539587092,72.71407398477838,0.17702738971712256,1.0537188528857833,0.07736388079946929,0.4604924687703534,5.769622362831065,34.3424815078685,0.0003870129718419864,0.0023036145163349937,0.0008855798789287609,0.005271230715510503,0.0003871936582164739,2.0010008176561963e-05,0.0003856929076032318,,0.000448724433359402,,0.0002955713088588161,0.0006579103310737518,0.06111129231436171,0.038240519859769055,0.061111292314361715,0.3637523037466367,0.028862547663981088,0.17179833394396915
13,Station04-DM603-2,2022-06-06 00:00:00,24.7,8.9,2.7752808988764044,0.1987275175333141,0.2626569722038885,0.03949262622495366,0.06898868504731426,0.1358856199998457,0.6702,0.9787,0.6714,0.9757,0.3731,0.5596,0.3244081149875806,1.1456678383330146,7.644278707404184,4.733572584200281,999.0170557782723,0.12443336042856651,,1.5500210001562595,7.644278707404184,13.353600065871955,0.7086110450644887,1.237854984131524,0.670150631186622,1.170669445122397,23.09483373553761,40.34378979320365,0.0033524299023931165,0.0058562762922376044,0.0035448282014356337,0.006192372088467443,0.003352676869982957,0.004895948750600298,0.0033586798724359254,0.004880941244467876,0.001866433512668817,0.0027994001439010183,0.0016228522583611352,0.005731205703166922,0.038240519859769055,0.02367970652854929,0.038240519859769055,0.06680141162615905,0.11553195297111164,0.2018198909088755
14,Station05-DM603-1,2022-06-13 00:00:00,33.6,10.8,3.111111111111111,0.1384044641106467,0.1733824612720279,0.01915579568575529,0.03006147787674625,0.1460403966450897,0.3491,0.2685,0.9592,0.2674,0.145,0.2619,0.337161851346097,0.0968834795723244,10.51735142447842,7.755812223637719,998.2356984263787,0.07385401004000759,,4.400105398006422,10.517351424478418,16.505037553936386,0.3434411207777365,0.5389673090897652,0.34907304138272044,0.5478055666828036,11.193327619648759,17.56585714972229,0.0017453083674710307,0.0027389386344231006,0.0017171496814897948,0.002694748785588335,0.0017454431561677664,0.001342456280237884,0.0047958438137958226,0.0013369564593505034,0.0007249763897001607,0.0013094573549136009,0.0016857543567828667,0.00048440162235815874,0.05258504458569798,0.03877779824196723,0.052585044585697974,0.08252250026012671,0.055964815492579666,0.08782642550616843
15,Station06-DSBridge,2022-06-14 00:00:00,25.15,6.9,3.644927536231884,0.1475169380373135,0.1997088478887264,0.02176124700790459,0.03988362392504246,0.0849363089959234,0.2307,0.5467,0.2311,0.5487,0.1808,0.3021,0.2008521390327677,-0.0143518357984716,9.93184637406211,5.2891489566011245,998.4424352703446,0.08101194057378307,,3.656900726833057,9.93184637406211,18.202910224791033,0.39023463216979265,0.7152150474802204,0.23068014024486017,0.42278643118016634,12.718407383827671,23.310069355759317,0.0011535257262891077,0.0021141612996012893,0.0019513846619782982,0.0035764628728844473,0.0011536250358284866,0.0027337963029364265,0.0011556252526222941,0.0027437973869054643,0.0009040979908009986,0.0015106637335231287,0.0010043695539137616,-7.17669574651771e-05,0.04966461477728837,0.02644861141985772,0.04966461477728837,0.09102441681949407,0.06359893009904416,0.11656298047551951
16,Station07-MM521-5,2022-06-15 00:00:00,23.799999999999997,13.0,1.8307692307692305,0.1413400792554467,0.198669396918813,0.019977018003935955,0.039469529272084865,0.0925223173766893,0.2306,0.8983,0.7157,0.8977,0.1205,0.2427,0.1117455926665165,-0.6818367627177644,8.313406784607041,3.113855544764475,998.1649916862124,0.08482768383897893,,3.3353086024587046,8.313406784607041,16.425186800710083,0.35813931168696944,0.7075925968194108,0.23061603967918232,0.4556389010079681,11.672366547458633,23.061640782856234,0.0011529870664498392,0.0022780104998959823,0.0017905519275101774,0.0035376772300113454,0.0011529068745313891,0.004491137230665858,0.003578210971821835,0.004488137472969766,0.0006024513372984926,0.001213401988069246,0.0005586828360095892,-0.0034089084607352043,0.04156367663811513,0.015568020224877046,0.04156367663811513,0.08211930085863352,0.058357118970577944,0.11529889070480658
17,Station08-UM613-4,2022-06-16 00:00:00,17.099999999999998,10.4,1.644230769230769,0.1673661491206503,0.2509717807902519,0.028011427871475748,0.06298683475303025,0.370134648171856,1.2933,0.7879,1.2911,0.7896,0.3785,0.7716,0.4821922729818288,0.3001171323015644,5.873616003061356,1.9676613610255511,997.8960249849396,0.11948630251635303,,1.6810281937805136,5.873616003061356,13.207483827138754,0.502041408914532,1.1288963707087218,1.2932732483804814,2.9080698334984394,16.36237954233549,36.79264409969372,0.00646465857230965,0.014536509281037809,0.0025095441368310966,0.0056429912311959755,0.00646479229508375,0.0039384596375910364,0.006453795200017498,0.003946957392869504,0.0018920002193529729,0.003856981160509257,0.002410324666451595,0.0015001893795142537,0.029360324349239676,0.009835708656995276,0.029360324349239676,0.0660199796513801,0.08179029242598505,0.1839146385923286
18,Station09-MM620-2,2022-06-24 00:00:00,18.950000000000003,9.5,1.9947368421052634,0.1395171532238966,0.1416470111244544,0.019465036043700243,0.02006387576049131,0.0168342868343185,0.0408,0.0844,0.0407,1.1616,0.2658,0.5005,0.0997399720826949,0.1242935221941505,6.189365366216286,2.8453480593506124,996.720528302565,0.09697323298798179,,2.552157616788897,6.189365366216286,6.379780518528371,0.348455733588067,0.35917593633249684,0.04082567283927282,0.04208167022381336,11.356762341573171,11.706151899805825,0.00020391107606311084,0.0002101843781400271,0.0017404240678662386,0.0017939680250188218,0.00020378284850633977,0.000421550794459193,0.00020328338074039284,0.00580181756923932,0.0013275853218868898,0.00249983616856429,0.0004981690103175091,0.0006208060785198517,0.03091388492093234,0.014211596385452295,0.03091388492093234,0.031864947228209914,0.05672336715135563,0.05846845537231205
19,Station10-MM625-2,2022-06-28 00:00:00,14.5,10.7,1.355140186915888,0.1256090129357699,0.2451695790177079,0.01577762413069841,0.060108122475720116,0.0993812494841445,0.1956,0.609,0.1952,5.1509,0.2236,0.7627,0.2719568124340736,,5.699145879276314,1.0281964215189232,998.2004965962071,0.09105114974108383,,2.8949453746416576,5.699145879276314,21.712075004500203,0.28286446142923666,1.0776306718155124,0.19564729733285624,0.7453588457114795,9.219031726786149,35.12180817281784,0.0009781811534770167,0.0037265834253357266,0.0014142423071031053,0.005387848582366724,0.00097794468018942,0.003044827761939452,0.0009759447933178672,0.02575304321670595,0.0011179367611981305,0.003813284292333695,0.001359707147040768,,0.028494117557575287,0.005140691311933689,0.028494117557575287,0.10855423438918535,0.04609255129707565,0.1755991076750537
20,Station11-MM702-2,2022-07-05 00:00:00,14.75,10.6,1.3915094339622642,0.124850550029517,0.1559990290277002,0.015587659842672928,0.024335697057585245,0.1313859822879489,0.2555,3.9871,0.255,3.9928,0.1093,0.2412,0.5943235281442906,0.0252824375135521,3.877769361157082,1.410097949511663,998.2004965962071,0.10971575365250594,,1.9937617521598945,3.877769361157082,6.054033856574241,0.2794587429523611,0.4362953372875284,0.25553932712862876,0.39895197316771275,9.10803359527053,14.219603750783712,0.0012776243637250841,0.0019946470337956898,0.0013972146779278331,0.002181353292902797,0.0012774277392044828,0.019934372363922478,0.0012749278806150415,0.01996287075184211,0.0005464690876518589,0.0012059317835464629,0.002971449553477076,0.0001264050371605302,0.019387750090721342,0.007050090942080472,0.019387750090721342,0.030268457074250604,0.045537592032113154,0.07109399714969558
21,Station12-MM620-2B,2022-07-06 00:00:00,17.6,15.4,1.142857142857143,0.0806189488190218,0.1042156515731572,0.006499414908684057,0.010860902032817702,0.042846933749054,0.0348,0.1165,0.0342,0.1166,0.0341,0.0493,0.0771774039169476,0.0023777418714298,6.4053172580823174,3.6433914679000323,998.3754419727607,0.05512827212046153,,7.897006226117666,6.4053172580823174,10.703659361121469,0.1165432571642752,0.19475059161947755,0.03475344913507176,0.05807504393267777,3.798342074899479,6.347251520670401,0.00017377814320884764,0.00029039343007852386,0.0005827528299365489,0.0009738140254488871,0.00017401091213030217,0.0005825365305511553,0.00017101072399012456,0.0005830365619078515,0.00017051069263342828,0.0002465154588512614,0.0003859112198688738,1.1889454938445723e-05,0.032028594786289374,0.0182180997866967,0.032028594786289374,0.05352165311956305,0.01899290140908514,0.03173824789173287
22,Station01-MM515-2,2023-05-19 00:00:00,25.999999999999996,5.8,4.482758620689655,0.1500722701569722,0.2507278047748263,0.022521686270067245,0.06286443208720342,0.6690653541350041,1.8817,0.2014,1.8589,0.2012,0.2223,0.7992,0.1368485268393654,0.987715364641356,8.967093429029093,5.938861877586481,998.9910405941407,0.0867592979022201,,3.188446865785488,8.967093429029092,25.02970821674288,0.404093158193961,1.12793893830011,1.8816595644215,5.252247033386056,13.170080211364056,36.76143975643105,0.009412838778116068,0.026273910266706935,0.0020214409776026145,0.005642416714759176,0.00941304105359061,0.0010074860329452884,0.009298986030993031,0.0010064855502909234,0.001112036470326403,0.003997928686841482,0.00068457288689076,0.004940960448866081,0.04485710717905801,0.029708641475966285,0.044857107179058,0.1252089445733087,0.0658821840403099,0.1838959141289172
23,Station02-MM520-1,2023-05-22 00:00:00,37.3,6.5,5.738461538461538,0.1169577476351773,0.1234152610609584,0.01367911473189382,0.015231326662744515,0.1034511390346444,0.1766,0.016,0.1765,0.0157,0.109,0.2133,0.1199593937334771,0.1821445271245377,10.87377275649959,9.081069680428037,998.592423294817,0.061389434152239,,6.3683068464138515,10.87377275649959,12.107653759532976,0.24533824732527273,0.2731775455588335,0.17664101375662017,0.19668502204257363,7.995988872047185,8.90331873727617,0.0008833911518079343,0.0009836323086605148,0.0012269496889653687,0.001366175507528404,0.0008831860398187641,8.001685524971815e-05,0.0008826859344734532,7.851653921378592e-05,0.0005451148263887048,0.0010667247015478049,0.0005999233402634739,0.0009109145163407808,0.05438031879219728,0.0454149148832134,0.05438031879219728,0.06055102364314099,0.039988367759559794,0.04452597291517066
24,Station03-MM514-4,2023-05-23 00:00:00,19.8,8.8,2.25,0.0525722841241541,0.1350688752449799,0.0027638450580307855,0.018243601059943944,0.0065126660945403,0.0022,0.182,0.0021,0.1817,0.0335,0.0993,0.0214611425750714,0.2566429515141197,9.346152690023997,3.1447746472722224,998.655020870758,0.029765198467399587,,27.089043860274906,9.346152690023997,61.69212728719488,0.049573340198351724,0.3272239299955495,0.0022469737969591885,0.014831834883348341,1.615679091612216,10.66478191410163,1.123771577863513e-05,7.417796554649449e-05,0.0002479295077230412,0.0016365342249359456,1.1002787280588092e-05,0.0009102305841213785,1.0502660586015905e-05,0.0009087302040376619,0.00016754244268168232,0.0004966258077101806,0.0001073329029781287,0.0012835399102600648,0.04674260451828646,0.015727857495146685,0.04674260451828646,0.3085387970127133,0.008080442435774096,0.05333742127032878
25,Station04-Contraband-1,2023-06-07 00:00:00,21.449999999999996,3.0,7.149999999999999,0.1413118853006668,0.1684756509755999,0.019969048927228807,0.02838404497165216,0.0865699716746551,0.2158,0.2557,0.2144,0.2565,0.1858,0.2124,0.3050410324187499,0.2976700294544974,7.501364320243335,5.379113129328097,998.7788248725968,0.08931077372902531,,3.008870788937376,7.501364320243334,10.662453829947195,0.35821659962062274,0.5091697711932582,0.2158261162667194,0.30677566129944506,11.674885492075596,16.59470493830625,0.001079495163449511,0.0015343965242256546,0.001791688111923926,0.0025467089659277366,0.0010793645379992708,0.0012789319386766148,0.0010723621730632236,0.001282933290068642,0.0009293138607982599,0.0010623587945831562,0.00152572044961763,0.0014888529834030718,0.037519493206133736,0.026904652259884303,0.03751949320613373,0.05333028059360291,0.05839414914433996,0.08300155713146035
26,Station87-Synthetic-1,2024-02-08 16:00:00,,,1.4166666666666667,,,,,0.14368419086143044,,,,,,,,,4.708780617388353,1.4714939429338603,999.9958837471016,,none,,,,,,,,,,,,,,,,,,,,,,0.023571423160952593,0.007366069737797684,,,,
27,Station87-Synthetic-1,2024-02-11 12:03:00,,,2.255813953488372,0.467,0.628,0.21808900000000003,0.394384,0.14368419086143044,,,,,,,,,7.063170926082529,3.9730336459214226,999.9958837471016,0.03043524176930808,none,0.25909422300070156,7.063170926082529,12.772774429302403,3.9169765642648087,7.083314084254649,3.9169765642648104,7.083314084254652,127.66089821456342,230.85719904008167,0.019607775262851096,0.035457968257290674,0.01960777526285109,0.03545796825729066,,,,,,,,,0.03535713474142889,0.01988838829205375,0.03535713474142889,0.06393852155708765,0.6390505945022654,1.1556352207685001
28,Station87-Synthetic-2,2024-02-22 08:47:00,,,1.3846153846153846,0.281,0.3,0.07896100000000002,0.09,0.14368419086143044,,,,,,,,,5.003083397857466,1.4714951170169017,999.9966816288832,0.021759422030072598,none,0.5068932764276034,5.003083397857465,5.702530436635451,1.4181762182755582,1.6164417832195666,1.4181762182755586,1.6164417832195672,46.22076412284371,52.68257457549844,0.007099173369935438,0.008091660481683227,0.007099173369935435,0.008091660481683223,,,,,,,,,0.025044670731274775,0.007366079626845521,0.025044670731274768,0.028545995691730462,0.23137408001239113,0.2637209154027329
29,Station87-Synthetic-2,2024-02-26 17:27:00,,,1.5,,,,,0.14368419086143044,,,,,,,,,4.41359498735568,1.47119832911856,999.7949909062588,,none,,,,,,,,,,,,,,,,,,,,,,0.022090740567693806,0.007363580189231269,,,,
30,Station87-Synthetic-2,2024-02-28 11:39:00,,,1.434782608695652,0.183,0.239,0.033489,0.057121,0.14368419086143044,,,,,,,,,4.413270233582535,1.471090077860845,999.7214256614645,0.015085890688299687,none,1.0545552270894922,4.413270233582535,7.527558571843532,0.6013124265812679,1.0256372874301591,0.601312426581268,1.0256372874301596,19.597790087710543,33.42725574368043,0.0030095126422742136,0.005133219016373895,0.003009512642274213,0.005133219016373893,,,,,,,,,0.02208800612562106,0.007362668708540352,0.02208800612562106,0.037674728952838264,0.09808511253447373,0.16730029899613827
31,Station87-Synthetic-2,2024-02-29 15:53:00,,,2.12,0.48,0.601,0.2304,0.361201,0.14368419086143044,,,,,,,,,7.651075405778853,4.119809833880921,999.9053040825495,0.03005523027061378,none,0.2656875,7.651075405778853,11.994687880393782,4.137712835188425,6.486744851488256,4.137712835188426,6.486744851488258,134.8550670211187,211.41399766968357,0.020711466123941046,0.03246962793156958,0.020711466123941043,0.032469627931569565,,,,,,,,,0.03829772519032026,0.020621852025557063,0.03829772519032026,0.06003982915134057,0.6750217483670561,1.0582401498781642
32,Station87-Synthetic-2,2024-03-02 14:40:00,,,1.9230769230769231,0.474,0.552,0.224676,0.30470400000000003,0.14368419086143044,,,,,,,,,6.766771306171141,3.5304893771327692,999.6855184994814,0.03155585268775376,none,0.24101906745713836,6.766771306171142,9.17704732181262,4.034029631470755,5.470922416402576,4.034029631470757,5.470922416402578,131.47585586190016,178.3066245818175,0.020189447514418882,0.027380785733382703,0.020189447514418875,0.027380785733382693,,,,,,,,,0.03386622970298039,0.017669337236337592,0.03386622970298039,0.04592914087582536,0.6580082780327434,0.8923861665228554
33,Station87-Synthetic-2,2024-03-08 13:50:00,,,2.0,0.434,0.531,0.188356,0.281961,0.14368419086143044,,,,,,,,,6.472681667654754,3.530553636902593,999.7037141529598,0.029542271522189363,none,0.27499415999490334,6.472681667654755,9.689331880553858,3.381970104884497,5.062666826346587,3.3819701048844983,5.062666826346589,110.22413186314071,165.00088366849485,0.016926240521178734,0.02533786926666566,0.016926240521178727,0.02533786926666565,,,,,,,,,0.03239477680938587,0.01766987825966502,0.03239477680938587,0.04849361668304302,0.5516548370605296,0.8258040599313214
